SMT Query ID ,VC Name
       10377 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10378 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10379 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10380 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10381 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10382 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10383 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10384 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10385 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10386 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10387 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10388 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10389 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10390 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10391 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10392 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10393 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10394 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10395 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10396 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10397 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10398 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3076:7: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10399 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
       10400 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
       10401 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
       10402 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 1/9)))"
       10403 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
       10404 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
       10405 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
       10406 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 2/9)))"
       10407 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
       10408 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
       10409 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
       10410 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 3/9)))"
       10411 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10412 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10413 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10414 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 4/9)))"
       10415 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10416 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10417 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10418 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 5/9)))"
       10419 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10420 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10421 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10422 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 6/9)))"
       10423 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10424 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10425 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10426 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 7/9)))"
       10427 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10428 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10429 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10430 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 8/9)))"
       10431 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10432 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10433 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10434 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3085:17: lemmaRemoveZeroKeyThenRemoveKeyFromListMap (precond. (call getCurrentListMap[V](_keys, _values, ... (require 9/9)))"
       10435 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5426:9: lemmaSeekEntryGivesInRangeIndex (postcondition)
       10436 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5441:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 2/4)))"
       10437 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5441:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 4/4)))"
       10438 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5442:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 1/4)))"
       10439 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5442:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 2/4)))"
       10440 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5442:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 3/4)))"
       10441 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5442:15: lemmaSeekEntryGivesInRangeIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 4/4)))"
       10442 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5447:8: lemmaSeekEntryGivesInRangeIndex (precond. (call seekEntry(k, _keys, mask) (require 1/3)))"
       10443 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5447:8: lemmaSeekEntryGivesInRangeIndex (precond. (call seekEntry(k, _keys, mask) (require 2/3)))"
       10444 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5447:8: lemmaSeekEntryGivesInRangeIndex (precond. (call seekEntry(k, _keys, mask) (require 3/3)))"
       10445 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7435:9: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (postcondition)
       10446 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7443:15: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 4/4)))"
       10447 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7445:15: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntryOrOpen(k, a, mask) (require 1/4)))"
       10448 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7445:15: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntryOrOpen(k, a, mask) (require 2/4)))"
       10449 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7445:15: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntryOrOpen(k, a, mask) (require 3/4)))"
       10450 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7445:15: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntryOrOpen(k, a, mask) (require 4/4)))"
       10451 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7448:8: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntry(k, a, mask) (require 1/3)))"
       10452 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7448:8: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntry(k, a, mask) (require 2/3)))"
       10453 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7448:8: lemmaSeekEntryOrOpenFindsThenSeekEntryFinds (precond. (call seekEntry(k, a, mask) (require 3/3)))"
       10454 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7458:9: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (postcondition)
       10455 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7466:15: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call arrayForallSeekEntryOrOpenFound(0, a,... (require 4/4)))"
       10456 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7468:15: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntryOrOpen(k, a, mask) (require 1/4)))"
       10457 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7468:15: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntryOrOpen(k, a, mask) (require 2/4)))"
       10458 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7468:15: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntryOrOpen(k, a, mask) (require 3/4)))"
       10459 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7468:15: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntryOrOpen(k, a, mask) (require 4/4)))"
       10460 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7474:7: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntry(k, a, mask) (require 1/3)))"
       10461 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7474:7: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntry(k, a, mask) (require 2/3)))"
       10462 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:7474:7: lemmaSeekEntryOrOpenMissThenSeekEntryMiss (precond. (call seekEntry(k, a, mask) (require 3/3)))"
       10463 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5393:9: lemmaSeekEntryOrOpenReturnsValidIndex (postcondition)
       10464 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5408:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 2/4)))"
       10465 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5408:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 4/4)))"
       10466 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5409:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 1/4)))"
       10467 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5409:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 2/4)))"
       10468 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5409:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 3/4)))"
       10469 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5409:15: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 4/4)))"
       10470 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5413:7: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call seekEntryOrOpen(k, _keys, mask) (require 1/4)))"
       10471 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5413:7: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call seekEntryOrOpen(k, _keys, mask) (require 2/4)))"
       10472 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5413:7: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call seekEntryOrOpen(k, _keys, mask) (require 3/4)))"
       10473 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:5413:7: lemmaSeekEntryOrOpenReturnsValidIndex (precond. (call seekEntryOrOpen(k, _keys, mask) (require 4/4)))"
       10474 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8084:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (body assertion: Inlined precondition of lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo)
       10475 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8084:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (postcondition)
       10476 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8084:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call lemmaSumOfNumOfKeysOfSubArraysIsEqual...))
       10477 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8085:8: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (postcondition)
       10478 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:7: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, from, pivot) (require 1/2)))"
       10479 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:7: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, from, pivot) (require 1/2)))"
       10480 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:7: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, from, pivot) (require 2/2)))"
       10481 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:45: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, pivot, to) (require 1/2)))"
       10482 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:45: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, pivot, to) (require 1/2)))"
       10483 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8088:45: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, pivot, to) (require 2/2)))"
       10484 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8092:12: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, from, to) (require 1/2)))"
       10485 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8092:12: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWhole (precond. (call arrayCountValidKeys(a, from, to) (require 2/2)))"
       10486 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8059:11: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (precond. (call isPivot(a, from, to, knownPivot)))"
       10487 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8062:17: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (non-negative measure)
       10488 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8064:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (body assertion: Inlined precondition of lemmaKnownPivotPlusOneIsPivot)
       10489 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8064:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (precond. (call lemmaKnownPivotPlusOneIsPivot(a, from...))"
       10490 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8065:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (body assertion: Inlined precondition of lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo)
       10491 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8065:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (measure decreases)
       10492 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8065:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (postcondition)
       10493 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8065:9: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (precond. (call lemmaSumOfNumOfKeysOfSubArraysIsEqual...))
       10494 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8066:8: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (postcondition)
       10495 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8067:22: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (precond. (call isPivot(a, from, to, pivot)))"
       10496 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8067:22: lemmaSumOfNumOfKeysOfSubArraysIsEqualToWholeFromTo (precond. (call isPivot(a, from, to, pivot)))"
       10497 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8342:9: lemmaValidKeyAtIImpliesCountKeysIsOne (postcondition)
       10498 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:8345:22: lemmaValidKeyAtIImpliesCountKeysIsOne (precond. (call arrayCountValidKeys(a, i, i + 1) (require 1/2)))"
       10499 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3759:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 2/4)))"
       10500 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3759:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayForallSeekEntryOrOpenFound(0, _k... (require 4/4)))"
       10501 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3760:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 1/4)))"
       10502 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3760:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 2/4)))"
       10503 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3760:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 3/4)))"
       10504 ,"./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3760:15: lemmaValidKeyInArrayIsInListMap (precond. (call arrayNoDuplicates(_keys, 0, arrayNoDu... (require 4/4)))"
       10505 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (1/12) of lemmaInListMapFromThenFromZero)
       10506 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (10/12) of lemmaInListMapFromThenFromZero)
       10507 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (11/12) of lemmaInListMapFromThenFromZero)
       10508 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (12/12) of lemmaInListMapFromThenFromZero)
       10509 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (2/12) of lemmaInListMapFromThenFromZero)
       10510 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (3/12) of lemmaInListMapFromThenFromZero)
       10511 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (4/12) of lemmaInListMapFromThenFromZero)
       10512 ,./src/main/scala/ch/epfl/chassot/MutableLongMap.scala:3765:7: lemmaValidKeyInArrayIsInListMap (body assertion: Inlined precondition (5/12) of lemmaInListMapFromThenFromZero)
